id,url,airframe,make,model,category,categoryReadable,callsign,registration,operatorId,operatorName
10,https://arena.nafc.org.au/resource/api/ext/aircraft/10,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3E,RotType3,RW - Type 3 Light,FIREBIRD 306,VH-YJB,3,Microflite Helicopter Services
756,https://arena.nafc.org.au/resource/api/ext/aircraft/756,HELICOPTER,EUROCOPTER,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 307,VH-LSR,3,Microflite Helicopter Services
1825,https://arena.nafc.org.au/resource/api/ext/aircraft/1825,HELICOPTER,AIRBUS HELICOPTERS DEUTSCHLAND GMBH,EC135 P3,null,Unspecified,FIREBIRD 308,VH-UJB,3,Microflite Helicopter Services
15,https://arena.nafc.org.au/resource/api/ext/aircraft/15,HELICOPTER,EUROCOPTER,EC120B,RotType3,RW - Type 3 Light,FIREBIRD 309,VH-ECP,3,Microflite Helicopter Services
865,https://arena.nafc.org.au/resource/api/ext/aircraft/865,HELICOPTER,AEROSPATIALE INDUSTRIES,AS350 FX2,RotType3,RW - Type 3 Light,FIREBIRD 310,VH-SCO,89,Professional Helicopter Services (PHS)
1830,https://arena.nafc.org.au/resource/api/ext/aircraft/1830,HELICOPTER,AEROSPATIALE INDUSTRIES,AS350 FX2,RotType3,RW - Type 3 Light,FIREBIRD 311,VH-HVY,182,Paton Air Pty Ltd
322,https://arena.nafc.org.au/resource/api/ext/aircraft/322,HELICOPTER,BELL HELICOPTER TEXTRON,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 314,VH-JSU,15,Forest Air Helicopters (Aust) Pty Ltd
478,https://arena.nafc.org.au/resource/api/ext/aircraft/478,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 315,VH-UAS,160,Contract Helis
1454,https://arena.nafc.org.au/resource/api/ext/aircraft/1454,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 315,VH-UAS,182,Paton Air Pty Ltd
804,https://arena.nafc.org.au/resource/api/ext/aircraft/804,HELICOPTER,AEROSPATIALE INDUSTRIES,AS 355 F2,RotType3,RW - Type 3 Light,FIREBIRD 318,VH-PHN,89,Professional Helicopter Services (PHS)
2814,https://arena.nafc.org.au/resource/api/ext/aircraft/2814,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 321,VH-IDG,89,Professional Helicopter Services (PHS)
593,https://arena.nafc.org.au/resource/api/ext/aircraft/593,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 322,VH-LED,4,Fleet Helicopters
661,https://arena.nafc.org.au/resource/api/ext/aircraft/661,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 322,VH-LED,189,Leading Edge Helicopters
2573,https://arena.nafc.org.au/resource/api/ext/aircraft/2573,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 322,VH-LED,15,Forest Air Helicopters (Aust) Pty Ltd
815,https://arena.nafc.org.au/resource/api/ext/aircraft/815,HELICOPTER,EUROCOPTER,AS 350 BA,RotType3,RW - Type 3 Light,FIREBIRD 323,VH-PHU,89,Professional Helicopter Services (PHS)
754,https://arena.nafc.org.au/resource/api/ext/aircraft/754,HELICOPTER,EUROCOPTER,EC 130 T2,RotType3,RW - Type 3 Light,FIREBIRD 324,VH-JBQ,3,Microflite Helicopter Services
147,https://arena.nafc.org.au/resource/api/ext/aircraft/147,HELICOPTER,EUROCOPTER,AS355NP,RotType3,RW - Type 3 Light,FIREBIRD 325,VH-ZXX,3,Microflite Helicopter Services
604,https://arena.nafc.org.au/resource/api/ext/aircraft/604,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 326,VH-LEY,15,Forest Air Helicopters (Aust) Pty Ltd
895,https://arena.nafc.org.au/resource/api/ext/aircraft/895,HELICOPTER,EUROCOPTER,AS.350B3,RotType3,RW - Type 3 Light,FIREBIRD 327,VH-ZHS,3,Microflite Helicopter Services
2757,https://arena.nafc.org.au/resource/api/ext/aircraft/2757,HELICOPTER,EUROCOPTER,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 328,VH-YHQ,182,Paton Air Pty Ltd
1058,https://arena.nafc.org.au/resource/api/ext/aircraft/1058,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 329,VH-NYX,170,Osborne Aviation Services Pty Ltd
161,https://arena.nafc.org.au/resource/api/ext/aircraft/161,HELICOPTER,AGUSTA	 SPA	 CONSTRUZIONI AERONAUTICHE,206B,RotType3,RW - Type 3 Light,FIREBIRD 401,VH-JZB,68,Omni
825,https://arena.nafc.org.au/resource/api/ext/aircraft/825,HELICOPTER,AEROSPATIALE,AS 350 B2,RotType3,RW - Type 3 Light,FIREBIRD 402,VH-ICY,133,GBR Helicopters Pty Ltd
688,https://arena.nafc.org.au/resource/api/ext/aircraft/688,HELICOPTER,EUROCOPTER,EC130B4,RotType3,RW - Type 3 Light,FIREBIRD 404,VH-EHY,205,Executive Helicopters
1599,https://arena.nafc.org.au/resource/api/ext/aircraft/1599,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 405,VH-PKU,277,HeliSpirit
1826,https://arena.nafc.org.au/resource/api/ext/aircraft/1826,HELICOPTER,EUROCOPTER,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 405,VH-PKU,70,Heli-Central Pty Ltd
935,https://arena.nafc.org.au/resource/api/ext/aircraft/935,HELICOPTER,BELL HELICOPTER CO,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 406,VH-LCN,277,HeliSpirit
2299,https://arena.nafc.org.au/resource/api/ext/aircraft/2299,HELICOPTER,BELL HELICOPTER CO,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 406,VH-LCN,70,Heli-Central Pty Ltd
689,https://arena.nafc.org.au/resource/api/ext/aircraft/689,HELICOPTER,EUROCOPTER,EC120B,RotType3,RW - Type 3 Light,FIREBIRD 407,VH-EHA,205,Executive Helicopters
162,https://arena.nafc.org.au/resource/api/ext/aircraft/162,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,FIREBIRD 409,VH-JZQ,68,Omni
1617,https://arena.nafc.org.au/resource/api/ext/aircraft/1617,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 410,VH-WMW,209,Elite Helicopters
502,https://arena.nafc.org.au/resource/api/ext/aircraft/502,HELICOPTER,EUROCOPTER,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 411,VH-DBJ,167,Whitsunday Helicopter Group Pty. Ltd.
695,https://arena.nafc.org.au/resource/api/ext/aircraft/695,HELICOPTER,AEROSPATIALE INDUSTRIES,AS 350 B2,RotType3,RW - Type 3 Light,FIREBIRD 412,VH-MHE,214,Meridian Helicopters
1509,https://arena.nafc.org.au/resource/api/ext/aircraft/1509,HELICOPTER,EUROCOPTER DEUTSCHLAND GMBH,EC135 T2,RotType3,RW - Type 3 Light,FIREBIRD 413,VH-MVY,214,Meridian Helicopters
504,https://arena.nafc.org.au/resource/api/ext/aircraft/504,HELICOPTER,EUROCOPTER,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 414,VH-DKA,167,Whitsunday Helicopter Group Pty. Ltd.
1739,https://arena.nafc.org.au/resource/api/ext/aircraft/1739,HELICOPTER,AEROSPATIALE,AS 350 B2,RotType3,RW - Type 3 Light,FIREBIRD 415,VH-XCO,133,GBR Helicopters Pty Ltd
2267,https://arena.nafc.org.au/resource/api/ext/aircraft/2267,HELICOPTER,AEROSPATIALE,AS 350 B2,RotType3,RW - Type 3 Light,FIREBIRD 415,VH-XCO,209,Elite Helicopters
1687,https://arena.nafc.org.au/resource/api/ext/aircraft/1687,HELICOPTER,EUROCOPTER,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 417,VH-XBO,200,Stirling Helicopters Pty Ltd
446,https://arena.nafc.org.au/resource/api/ext/aircraft/446,HELICOPTER,BELL HELICOPTER CO,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 419,VH-JZN,68,Omni
970,https://arena.nafc.org.au/resource/api/ext/aircraft/970,HELICOPTER,EUROCOPTER,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 421,VH-WHW,200,Stirling Helicopters Pty Ltd
1532,https://arena.nafc.org.au/resource/api/ext/aircraft/1532,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,FIREBIRD 422,VH-AYP,61,Dwyer Aviation Services
2901,https://arena.nafc.org.au/resource/api/ext/aircraft/2901,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,FIREBIRD 423,VH-LBT,200,Stirling Helicopters Pty Ltd
218,https://arena.nafc.org.au/resource/api/ext/aircraft/218,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 424,VH-WEB,52,Calibre Aviation
1524,https://arena.nafc.org.au/resource/api/ext/aircraft/1524,HELICOPTER,BELL HELICOPTER CO,206L-1,RotType3,RW - Type 3 Light,FIREBIRD 425,VH-HJG,52,Calibre Aviation
2718,https://arena.nafc.org.au/resource/api/ext/aircraft/2718,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,407,null,Unspecified,FIREBIRD 426,VH-XFN,52,Calibre Aviation
2747,https://arena.nafc.org.au/resource/api/ext/aircraft/2747,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,407,null,Unspecified,FIREBIRD 426,VH-XFN,61,Dwyer Aviation Services
500,https://arena.nafc.org.au/resource/api/ext/aircraft/500,HELICOPTER,AGUSTA	 SPA	 CONSTRUZIONI AERONAUTICHE,A109E,RotType3,RW - Type 3 Light,FIREBIRD 427,VH-KZD,167,Whitsunday Helicopter Group Pty. Ltd.
2496,https://arena.nafc.org.au/resource/api/ext/aircraft/2496,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3E,RotType3,RW - Type 3 Light,FIREBIRD 429,VH-EUM,200,Stirling Helicopters Pty Ltd
670,https://arena.nafc.org.au/resource/api/ext/aircraft/670,HELICOPTER,AIRBUS HELICOPTERS,EC 130 T2,RotType3,RW - Type 3 Light,FIREBIRD 431,VHZVO,136,Nautilus Aviation
160,https://arena.nafc.org.au/resource/api/ext/aircraft/160,HELICOPTER,EUROCOPTER,AS.355F2,RotType3,RW - Type 3 Light,FIREBIRD 432,VH-JZX,68,Omni
546,https://arena.nafc.org.au/resource/api/ext/aircraft/546,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LTD,206B,RotType3,RW - Type 3 Light,FIREBIRD 433,VH-HFG,175,Heliservices Queensland Pty Ltd
545,https://arena.nafc.org.au/resource/api/ext/aircraft/545,HELICOPTER,BELL HELICOPTER TEXTRON,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 434,VH-HHU,175,Heliservices Queensland Pty Ltd
969,https://arena.nafc.org.au/resource/api/ext/aircraft/969,HELICOPTER,BELL HELICOPTER CO,206B (II),RotType3,RW - Type 3 Light,FIREBIRD 435,VH-JAQ,200,Stirling Helicopters Pty Ltd
256,https://arena.nafc.org.au/resource/api/ext/aircraft/256,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,FIREBIRD 436,VH-AJU,87,Liddles Air Service
2931,https://arena.nafc.org.au/resource/api/ext/aircraft/2931,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,206L-3,null,Unspecified,FIREBIRD 437,VH-JMM,136,Nautilus Aviation
1849,https://arena.nafc.org.au/resource/api/ext/aircraft/1849,HELICOPTER,AIRBUS HELICOPTERS,EC 130 T2,RotType3,RW - Type 3 Light,FIREBIRD 440,VH-ZPH,136,Nautilus Aviation
406,https://arena.nafc.org.au/resource/api/ext/aircraft/406,HELICOPTER,BELL HELICOPTER CO,206L-4,RotType3,RW - Type 3 Light,FIREBIRD 441,VH-NAU,136,Nautilus Aviation
411,https://arena.nafc.org.au/resource/api/ext/aircraft/411,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LTD,407,RotType3,RW - Type 3 Light,FIREBIRD 442,VH-VHU,136,Nautilus Aviation
403,https://arena.nafc.org.au/resource/api/ext/aircraft/403,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,FIREBIRD 444,VH-CHV,136,Nautilus Aviation
413,https://arena.nafc.org.au/resource/api/ext/aircraft/413,HELICOPTER,AIRBUS HELICOPTERS,EC 130 T2,RotType3,RW - Type 3 Light,FIREBIRD 445,VH-ZVY,136,Nautilus Aviation
412,https://arena.nafc.org.au/resource/api/ext/aircraft/412,HELICOPTER,EUROCOPTER,EC130B4,RotType3,RW - Type 3 Light,FIREBIRD 446,VH-ZVX,136,Nautilus Aviation
474,https://arena.nafc.org.au/resource/api/ext/aircraft/474,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 447,VH-ZDM,136,Nautilus Aviation
1741,https://arena.nafc.org.au/resource/api/ext/aircraft/1741,HELICOPTER,AEROSPATIALE INDUSTRIES,AS355F1,RotType3,RW - Type 3 Light,FIREBIRD 448,VH-YUG,48,McDermott Aviation Pty Ltd
188,https://arena.nafc.org.au/resource/api/ext/aircraft/188,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.355F1,RotType3,RW - Type 3 Light,FIREBIRD 450,VH-YUR,48,McDermott Aviation Pty Ltd
1848,https://arena.nafc.org.au/resource/api/ext/aircraft/1848,HELICOPTER,AIRBUS HELICOPTERS,EC 130 T2,RotType3,RW - Type 3 Light,FIREBIRD 451,VH-ZPI,136,Nautilus Aviation
405,https://arena.nafc.org.au/resource/api/ext/aircraft/405,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,FIREBIRD 453,VH-HHF,136,Nautilus Aviation
2630,https://arena.nafc.org.au/resource/api/ext/aircraft/2630,HELICOPTER,EUROCOPTER FRANCE,AS 350 B2,null,Unspecified,FIREBIRD 454,VH-DIC,326,Townsville Helicopters
473,https://arena.nafc.org.au/resource/api/ext/aircraft/473,HELICOPTER,BELL HELICOPTER CO,206L-4,RotType3,RW - Type 3 Light,FIREBIRD 455,VH-EGD,136,Nautilus Aviation
1416,https://arena.nafc.org.au/resource/api/ext/aircraft/1416,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,FIREBIRD 456,VH-XWX,87,Liddles Air Service
1473,https://arena.nafc.org.au/resource/api/ext/aircraft/1473,HELICOPTER,AEROSPATIALE INDUSTRIES,AS350 SD1,RotType3,RW - Type 3 Light,FIREBIRD 457,VH-EGI,326,Townsville Helicopters
1471,https://arena.nafc.org.au/resource/api/ext/aircraft/1471,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,505,RotType3,RW - Type 3 Light,FIREBIRD 458,VH-VTB,136,Nautilus Aviation
1470,https://arena.nafc.org.au/resource/api/ext/aircraft/1470,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,505,RotType3,RW - Type 3 Light,FIREBIRD 459,VH-VSB,136,Nautilus Aviation
1804,https://arena.nafc.org.au/resource/api/ext/aircraft/1804,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.355F1,RotType3,RW - Type 3 Light,FIREBIRD 460,VH-RLR,48,McDermott Aviation Pty Ltd
1689,https://arena.nafc.org.au/resource/api/ext/aircraft/1689,HELICOPTER,BELL HELICOPTER CO,206L-1,RotType3,RW - Type 3 Light,FIREBIRD 461,VH-YBO,48,McDermott Aviation Pty Ltd
1860,https://arena.nafc.org.au/resource/api/ext/aircraft/1860,HELICOPTER,AEROSPATIALE INDUSTRIES,AS355F1,RotType3,RW - Type 3 Light,FIREBIRD 464,VH-YEU,48,McDermott Aviation Pty Ltd
1215,https://arena.nafc.org.au/resource/api/ext/aircraft/1215,HELICOPTER,EUROCOPTER,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 465,VH-LGG,298,Helicopter Logistics
2907,https://arena.nafc.org.au/resource/api/ext/aircraft/2907,HELICOPTER,EUROCOPTER,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 465,VH-LGG,200,Stirling Helicopters Pty Ltd
1794,https://arena.nafc.org.au/resource/api/ext/aircraft/1794,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350D,RotType3,RW - Type 3 Light,FIREBIRD 471,VH-PIH,391,Ghost Air
1847,https://arena.nafc.org.au/resource/api/ext/aircraft/1847,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,FIREBIRD 472,VH-NDL,397,coral coast helicopters
257,https://arena.nafc.org.au/resource/api/ext/aircraft/257,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.355F1,RotType3,RW - Type 3 Light,FIREBIRD 474,VH-HRU,48,McDermott Aviation Pty Ltd
645,https://arena.nafc.org.au/resource/api/ext/aircraft/645,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,FIREBIRD 485,VH-YEC,133,GBR Helicopters Pty Ltd
671,https://arena.nafc.org.au/resource/api/ext/aircraft/671,HELICOPTER,EUROCOPTER,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 487,VH-LFD,189,Leading Edge Helicopters
2810,https://arena.nafc.org.au/resource/api/ext/aircraft/2810,HELICOPTER,EUROCOPTER,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 488,VH-LDH,189,Leading Edge Helicopters
2558,https://arena.nafc.org.au/resource/api/ext/aircraft/2558,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,FIREBIRD 490,VH-RDA,152,Rotorwing Helicopters Pty. Ltd.
1938,https://arena.nafc.org.au/resource/api/ext/aircraft/1938,HELICOPTER,EUROCOPTER,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 491,VH-DTS,197,Helipower
2524,https://arena.nafc.org.au/resource/api/ext/aircraft/2524,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,407,null,Unspecified,FIREBIRD 492,VH-DMF,197,Helipower
2874,https://arena.nafc.org.au/resource/api/ext/aircraft/2874,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,407,null,Unspecified,FIREBIRD 495,VH-DKU,197,Helipower
2803,https://arena.nafc.org.au/resource/api/ext/aircraft/2803,HELICOPTER,BELL HELICOPTER CO,407,RotType3,RW - Type 3 Light,FIREBIRD 496,VH-VOT,103,Orange Helicopters
229,https://arena.nafc.org.au/resource/api/ext/aircraft/229,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LTD,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 497,VH-KHQ,17,Kestrel Aviation P/L
2011,https://arena.nafc.org.au/resource/api/ext/aircraft/2011,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,FIREBIRD 498,VH-JZH,430,Airborne Solutions
897,https://arena.nafc.org.au/resource/api/ext/aircraft/897,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 501,VH-HBB,131,Aerotech Helicopters
652,https://arena.nafc.org.au/resource/api/ext/aircraft/652,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 504,VH-HRG,131,Aerotech Helicopters
479,https://arena.nafc.org.au/resource/api/ext/aircraft/479,HELICOPTER,EUROCOPTER FRANCE,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 505,VH-FMF,161,Helifarm Pty Ltd
2866,https://arena.nafc.org.au/resource/api/ext/aircraft/2866,HELICOPTER,EUROCOPTER FRANCE,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 505,VH-FMF,131,Aerotech Helicopters
272,https://arena.nafc.org.au/resource/api/ext/aircraft/272,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 506,VH-UVA,35,United Aero Helicopters
1962,https://arena.nafc.org.au/resource/api/ext/aircraft/1962,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,206L-3,null,Unspecified,FIREBIRD 509,VH-FXF,161,Helifarm Pty Ltd
1570,https://arena.nafc.org.au/resource/api/ext/aircraft/1570,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 510,VH-SGK,161,Helifarm Pty Ltd
2881,https://arena.nafc.org.au/resource/api/ext/aircraft/2881,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 510,VH-SGK,131,Aerotech Helicopters
1326,https://arena.nafc.org.au/resource/api/ext/aircraft/1326,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 512,VH-TVG,35,United Aero Helicopters
2868,https://arena.nafc.org.au/resource/api/ext/aircraft/2868,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,FIREBIRD 515,VH-VLU,161,Helifarm Pty Ltd
1552,https://arena.nafc.org.au/resource/api/ext/aircraft/1552,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,427,RotType3,RW - Type 3 Light,FIREBIRD 524,VH-TOR,28,Becker Helicopter Services Pty Ltd
252,https://arena.nafc.org.au/resource/api/ext/aircraft/252,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.355F1,RotType3,RW - Type 3 Light,FIREBIRD 623,VH-YUQ,48,McDermott Aviation Pty Ltd
656,https://arena.nafc.org.au/resource/api/ext/aircraft/656,HELICOPTER,EUROCOPTER FRANCE,AS.365N3,RotType2,RW - Type 2 Medium,FIREBIRD 661,N82MD,48,McDermott Aviation Pty Ltd
1696,https://arena.nafc.org.au/resource/api/ext/aircraft/1696,HELICOPTER,EUROCOPTER FRANCE,AS.365N3,RotType2,RW - Type 2 Medium,FIREBIRD 662,N97MD,48,McDermott Aviation Pty Ltd
171,https://arena.nafc.org.au/resource/api/ext/aircraft/171,HELICOPTER,EUROCOPTER FRANCE,AS.365N2,RotType2,RW - Type 2 Medium,FIREBIRD 663,N365JL,48,McDermott Aviation Pty Ltd
1538,https://arena.nafc.org.au/resource/api/ext/aircraft/1538,HELICOPTER,EUROCOPTER FRANCE,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 700,VH-XXM,3,Microflite Helicopter Services
497,https://arena.nafc.org.au/resource/api/ext/aircraft/497,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 701,VH-HRD,155,Helicopter Resources pty ltd
465,https://arena.nafc.org.au/resource/api/ext/aircraft/465,HELICOPTER,EUROCOPTER,AS.350B3,RotType3,RW - Type 3 Light,FIREBIRD 704,VH-UUF,155,Helicopter Resources pty ltd
534,https://arena.nafc.org.au/resource/api/ext/aircraft/534,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.355F1,RotType3,RW - Type 3 Light,FIREBIRD 705,VH-ELP,173,Rotorlift Pty Ltd
519,https://arena.nafc.org.au/resource/api/ext/aircraft/519,HELICOPTER,BELL HELICOPTER CO,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 706,VH-OSS,170,Osborne Aviation Services Pty Ltd
514,https://arena.nafc.org.au/resource/api/ext/aircraft/514,HELICOPTER,BELL HELICOPTER CO,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 708,VH-OAS,170,Osborne Aviation Services Pty Ltd
521,https://arena.nafc.org.au/resource/api/ext/aircraft/521,HELICOPTER,BELL HELICOPTER CO,206L-1,RotType3,RW - Type 3 Light,FIREBIRD 709,VH-OSL,170,Osborne Aviation Services Pty Ltd
532,https://arena.nafc.org.au/resource/api/ext/aircraft/532,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,FIREBIRD 710,VH-ELF,173,Rotorlift Pty Ltd
1375,https://arena.nafc.org.au/resource/api/ext/aircraft/1375,HELICOPTER,KAWASAKI HEAVY INDUSTRIES,BK117 B-2,RotType2,RW - Type 2 Medium,FIREBIRD 711,VH-HRT,173,Rotorlift Pty Ltd
557,https://arena.nafc.org.au/resource/api/ext/aircraft/557,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,FIREBIRD 712,VH-SRN,30,Tasmanian Helicopters Pty Ltd
1827,https://arena.nafc.org.au/resource/api/ext/aircraft/1827,HELICOPTER,AEROSPATIALE,355F1,RotType3,RW - Type 3 Light,FIREBIRD 713,VH-RLC,173,Rotorlift Pty Ltd
77,https://arena.nafc.org.au/resource/api/ext/aircraft/77,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 715,VH-ZAT,30,Tasmanian Helicopters Pty Ltd
555,https://arena.nafc.org.au/resource/api/ext/aircraft/555,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B2,RotType3,RW - Type 3 Light,FIREBIRD 717,VH-DKT,30,Tasmanian Helicopters Pty Ltd
558,https://arena.nafc.org.au/resource/api/ext/aircraft/558,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B2,RotType3,RW - Type 3 Light,FIREBIRD 719,VH-ZST,30,Tasmanian Helicopters Pty Ltd
651,https://arena.nafc.org.au/resource/api/ext/aircraft/651,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,FIREBIRD 720,VH-UHV,173,Rotorlift Pty Ltd
1478,https://arena.nafc.org.au/resource/api/ext/aircraft/1478,HELICOPTER,EUROCOPTER,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 721,VH-NFL,173,Rotorlift Pty Ltd
650,https://arena.nafc.org.au/resource/api/ext/aircraft/650,HELICOPTER,EUROCOPTER,EC 130 B4,RotType3,RW - Type 3 Light,FIREBIRD 722,VH-BAA,173,Rotorlift Pty Ltd
1374,https://arena.nafc.org.au/resource/api/ext/aircraft/1374,HELICOPTER,KAWASAKI HEAVY INDUSTRIES,BK117 B-2,RotType2,RW - Type 2 Medium,FIREBIRD 723,VH-EMS,173,Rotorlift Pty Ltd
512,https://arena.nafc.org.au/resource/api/ext/aircraft/512,HELICOPTER,EUROCOPTER,AS.350B3,RotType3,RW - Type 3 Light,FIREBIRD 725,VH-UUH,155,Helicopter Resources pty ltd
463,https://arena.nafc.org.au/resource/api/ext/aircraft/463,HELICOPTER,EUROCOPTER,AS.350B3,RotType3,RW - Type 3 Light,FIREBIRD 726,VH-UUG,155,Helicopter Resources pty ltd
556,https://arena.nafc.org.au/resource/api/ext/aircraft/556,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,FIREBIRD 728,VH-ZDT,30,Tasmanian Helicopters Pty Ltd
505,https://arena.nafc.org.au/resource/api/ext/aircraft/505,HELICOPTER,EUROCOPTER,AS.350B3,RotType3,RW - Type 3 Light,FIREBIRD 729,VH-UUI,155,Helicopter Resources pty ltd
527,https://arena.nafc.org.au/resource/api/ext/aircraft/527,HELICOPTER,KAWASAKI HEAVY INDUSTRIES,BK117 B-2,RotType2,RW - Type 2 Medium,FIREBIRD 731,VH-RSQ,173,Rotorlift Pty Ltd
496,https://arena.nafc.org.au/resource/api/ext/aircraft/496,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 732,VH-SRB,155,Helicopter Resources pty ltd
