id,entityID,url,jurisdiction,name,note,lat,long,locality,managingOrganisation,contactName,contactNumber,classification,status,lastReview,adviceToPilots,hasAirfield,hasHelipad,basePhoneNumber
-630,40257,https://arena.nafc.org.au/register/api/locations/-630,NSW,WYEE,null,-33.1747,151.4865,null,null,null,null,null,Unknown,null,null,null,null,null
-629,40256,https://arena.nafc.org.au/register/api/locations/-629,NSW,WYBONG,null,-32.2667,150.6332,null,null,null,null,null,Unknown,null,null,null,null,null
-628,40255,https://arena.nafc.org.au/register/api/locations/-628,NSW,WRIGHTS OVAL,null,-34.8740,147.5760,null,null,null,null,null,Unknown,null,null,null,null,null
-627,40254,https://arena.nafc.org.au/register/api/locations/-627,NSW,WRIGHT PARK,null,-35.3513,149.2492,null,null,null,null,null,Unknown,null,null,null,null,null
-626,40253,https://arena.nafc.org.au/register/api/locations/-626,NSW,WOOMARGAMA,null,-35.8342,147.2472,null,null,null,null,null,Unknown,null,null,null,null,null
-624,40251,https://arena.nafc.org.au/register/api/locations/-624,NSW,WOODLANDS OVAL,null,-33.5505,150.8582,null,null,null,null,null,Unknown,null,null,null,null,null
-623,40250,https://arena.nafc.org.au/register/api/locations/-623,NSW,WOODBURN HELIPAD,null,-29.0740,153.3385,null,null,null,null,null,Unknown,null,null,null,null,null
-622,40249,https://arena.nafc.org.au/register/api/locations/-622,NSW,WONDALGA,null,-35.3932,148.1140,null,null,null,null,null,Unknown,null,null,null,null,null
-621,40248,https://arena.nafc.org.au/register/api/locations/-621,NSW,WOLLONGONG HELIPORT,null,-34.4293,150.8862,null,null,null,null,null,Unknown,null,null,null,null,null
-618,40246,https://arena.nafc.org.au/register/api/locations/-618,NSW,WOLLEMI,null,-32.9572,150.4567,null,null,null,null,null,Unknown,null,null,null,null,null
-617,40245,https://arena.nafc.org.au/register/api/locations/-617,NSW,WISEMANS OVAL,null,-33.3835,150.9888,null,null,null,null,null,Current,null,null,null,null,null
-615,40243,https://arena.nafc.org.au/register/api/locations/-615,NSW,WINMALEE,null,-33.6752,150.6142,null,null,null,null,null,Unknown,null,null,null,null,null
-614,40242,https://arena.nafc.org.au/register/api/locations/-614,NSW,WINGECARRABEE,null,-34.6525,150.2982,null,null,null,null,null,Unknown,null,null,null,null,null
-613,40241,https://arena.nafc.org.au/register/api/locations/-613,NSW,WINDSOR DOWNS,null,-33.6602,150.8070,null,null,null,null,null,Unknown,null,null,null,null,null
-612,40240,https://arena.nafc.org.au/register/api/locations/-612,NSW,WINDSOR,null,-33.6150,150.8173,null,null,null,null,null,Unknown,null,null,null,null,null
-610,40238,https://arena.nafc.org.au/register/api/locations/-610,NSW,WILLOW TREE SPORTS GROUND,null,-31.6453,150.7180,null,null,null,null,null,Unknown,null,null,null,null,null
